FID,CD_MUN,NM_MUN,EST_POP_19,Shape__Area,Shape__Length,COD_UF
3595,2929701,Sátiro Dias,17273,995168661.847656,164191.11783018,29
3596,2919108,Lamarão,8307,198716735.589844,71686.1947418866,29
3597,1200302,Feijó,34780,28852221631.0981,1116613.65347561,12
3598,2504108,Carrapateira,2659,60363969.1306152,41472.5123279675,25
3599,2500205,Aguiar,5640,359356802.365479,122234.346855793,25
3600,3144003,Mutum,26979,1422406795.54004,229650.62387644,31
3601,1508357,Vitória do Xingu,15134,3119597244.11218,341316.527931087,15
3602,1507805,Senador José Porfírio,11658,14594899259.2445,961850.870451363,15
3603,1507300,São Félix do Xingu,128481,86176113837.6304,2329939.66380872,15
3604,1505809,Portel,62043,25607995673.6963,829735.592675127,15
3605,1505486,Pacajá,47706,11961009148.3854,722977.673986839,15
3606,1505064,Novo Repartimento,75919,15597730930.2175,723726.432076505,15
3607,1500859,Anapu,27890,12034949861.8691,967839.643775741,15
3608,2903607,Biritinga,15979,580613904.683105,123073.138291984,29
3609,2902104,Araci,54379,1564734937.75439,231837.305522447,29
3610,3200102,Afonso Cláudio,30586,1072584701.06348,213695.214535186,32
3611,3201159,Brejetuba,12404,404064916.791992,165103.515968063,32
3612,3201506,Colatina,122499,1581576113.03809,289315.078612152,32
3613,3205309,Vitória,362097,110984072.641602,120761.484395203,32
3614,3205200,Vila Velha,493838,240627624.722656,109072.423705598,32
3615,3205002,Serra,517510,624387967.676758,134553.252760167,32
3616,3201308,Cariacica,381285,319582788.870117,118745.904245634,32
3617,2900405,Água Fria,16970,780110752.284668,127114.296971829,29
3618,2515708,Serra Grande,2909,65814811.479248,51952.6534077184,25
3619,2514503,São José de Piranhas,20251,702134568.711426,142910.087800115,25
3620,2514305,São José de Caiana,6359,187463321.694336,79909.2074496077,25
