Município,UTI adulto II COVID-19,UTI pediátrica II COVID-19,Unidade intermediária neonatal,Unidade isolamento,UTI adulto I,UTI adulto II,UTI adulto III,UTI pediátrica I,UTI pediátrica II,UTI pediátrica III,UTI neonatal I,UTI neonatal II,UTI neonatal III,UTI de Queimados,UTI coronariana tipo II -UCO tipo II,UTI coronariana tipo III - UCO tipo III,Unidade de cuidados intermed neonatal convencional,Unidade de cuidados intermed neonatal canguru,Unidade de cuidados intermed pediatrico,Unidade de cuidados intermed adulto,Total
320506 Venda Nova do Imigrante,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3
320510 Viana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
320515 Vila Pavão,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
320517 Vila Valério,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
320520 Vila Velha,-,-,-,-,-,27,-,-,8,-,-,13,-,-,10,-,9,3,-,-,70
320530 Vitória,-,-,5,11,-,99,-,-,8,-,-,26,-,6,-,-,10,5,-,-,170
320000 Município ignorado - ES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330010 Angra dos Reis,-,-,7,3,-,8,-,-,-,-,-,4,-,-,-,-,-,-,4,36,62
330015 Aperibé,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330020 Araruama,-,-,-,5,-,9,-,-,4,-,-,-,-,-,-,-,-,-,-,13,31
330022 Areal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330023 Armação dos Búzios,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5
330025 Arraial do Cabo,-,-,-,1,-,8,-,-,3,-,-,3,-,-,-,-,-,-,-,-,15
330030 Barra do Piraí,-,-,-,2,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9
330040 Barra Mansa,-,-,-,3,-,8,-,-,2,-,-,6,-,-,-,-,-,-,-,-,19
330045 Belford Roxo,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,17
330050 Bom Jardim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2
330060 Bom Jesus do Itabapoana,-,-,-,2,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
330070 Cabo Frio,-,-,-,2,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,3,20
330080 Cachoeiras de Macacu,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
330090 Cambuci,-,-,-,2,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
330100 Campos dos Goytacazes,-,-,-,8,-,79,9,-,8,-,-,20,8,-,-,-,20,10,-,12,174
330110 Cantagalo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330093 Carapebus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330115 Cardoso Moreira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330120 Carmo,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4
330130 Casimiro de Abreu,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,8
330095 Comendador Levy Gasparian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330140 Conceição de Macabu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330150 Cordeiro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330160 Duas Barras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330170 Duque de Caxias,106,-,-,9,-,30,-,-,-,-,-,12,-,-,-,-,10,-,-,8,175
330180 Engenheiro Paulo de Frontin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330185 Guapimirim,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
330187 Iguaba Grande,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330190 Itaboraí,13,-,-,7,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25
330200 Itaguaí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330205 Italva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330210 Itaocara,7,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,11
330220 Itaperuna,10,-,3,1,-,30,27,-,4,-,-,8,-,-,-,-,-,-,-,-,83
330225 Itatiaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330227 Japeri,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330230 Laje do Muriaé,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330240 Macaé,-,-,-,5,-,22,-,-,4,-,-,-,-,-,-,-,-,-,-,8,39
330245 Macuco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330250 Magé,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6
330260 Mangaratiba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330270 Maricá,10,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,24
330280 Mendes,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
330285 Mesquita,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,8
330290 Miguel Pereira,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
330300 Miracema,-,-,1,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9
330310 Natividade,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
330320 Nilópolis,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,4,10
330330 Niterói,23,10,-,22,6,46,-,5,-,-,7,8,-,-,10,-,8,4,-,13,162
330340 Nova Friburgo,10,-,-,4,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32
330350 Nova Iguaçu,-,-,-,1,-,34,-,-,-,-,-,25,-,-,-,-,-,-,-,-,60
330360 Paracambi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330370 Paraíba do Sul,-,-,-,2,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,2,11
330380 Paraty,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
330385 Paty do Alferes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330390 Petrópolis,78,-,-,13,5,20,23,-,-,-,-,10,-,-,-,-,10,5,-,-,164
330395 Pinheiral,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
330400 Piraí,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
330410 Porciúncula,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330411 Porto Real,-,-,-,1,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
330412 Quatis,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
330414 Queimados,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
330415 Quissamã,5,-,-,2,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
330420 Resende,-,-,-,1,-,7,2,-,-,-,-,10,-,-,-,-,-,-,-,6,26
330430 Rio Bonito,10,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,3,18
330440 Rio Claro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
330450 Rio das Flores,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330452 Rio das Ostras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330455 Rio de Janeiro,145,-,14,60,130,299,70,29,61,24,9,138,63,10,-,-,123,37,31,264,1507
330460 Santa Maria Madalena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330470 Santo Antônio de Pádua,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
330480 São Fidélis,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,2,9
330475 São Francisco de Itabapoana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330490 São Gonçalo,10,6,-,12,5,64,-,-,-,-,-,-,-,-,-,-,-,-,-,40,137
330500 São João da Barra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330510 São João de Meriti,-,-,-,-,-,10,-,-,-,-,-,20,-,-,-,-,29,-,-,-,59
330513 São José de Ubá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330515 São José do Vale do Rio Preto,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
330520 São Pedro da Aldeia,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,9
330530 São Sebastião do Alto,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4
330540 Sapucaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330550 Saquarema,-,-,-,1,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,11,27
330555 Seropédica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330560 Silva Jardim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330570 Sumidouro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330575 Tanguá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330580 Teresópolis,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,6,-,-,-,24
330590 Trajano de Moraes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2
330600 Três Rios,8,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17
330610 Valença,10,-,-,-,-,20,-,-,-,-,-,10,-,-,-,-,-,-,-,1,41
330615 Varre-Sai,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3
330620 Vassouras,-,-,-,3,-,25,-,-,-,-,-,10,-,-,-,-,8,4,-,-,50
330630 Volta Redonda,49,-,-,19,-,19,-,-,-,-,-,10,-,-,-,-,-,-,-,4,101
330000 Município ignorado - RJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350010 Adamantina,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
350020 Adolfo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350030 Aguaí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350040 Águas da Prata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350050 Águas de Lindóia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350055 Águas de Santa Bárbara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350060 Águas de São Pedro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350070 Agudos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350075 Alambari,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350080 Alfredo Marcondes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350090 Altair,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350100 Altinópolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350110 Alto Alegre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350115 Alumínio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350120 Álvares Florence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350130 Álvares Machado,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350140 Álvaro de Carvalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350150 Alvinlândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350160 Americana,-,-,-,-,-,6,-,-,-,-,-,7,-,-,-,-,-,-,-,-,13
350170 Américo Brasiliense,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
350180 Américo de Campos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
350190 Amparo,-,-,-,1,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
